track_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
champ,govana,0.538,0.929,10.0,-2.4,1.0,0.336,0.259,0.0,0.0502,0.509,130.08,audio_features,0EoNuIITOben2tT4QbUEzi,spotify:track:0EoNuIITOben2tT4QbUEzi,https://api.spotify.com/v1/tracks/0EoNuIITOben2tT4QbUEzi,https://api.spotify.com/v1/audio-analysis/0EoNuIITOben2tT4QbUEzi,205714.0,5.0
redeemer,nicole c. mullen,0.512,0.455,7.0,-4.551,1.0,0.0249,0.263,5.45e-06,0.157,0.135,106.006,audio_features,60voQIiwEp0n6H7Qhu6AwH,spotify:track:60voQIiwEp0n6H7Qhu6AwH,https://api.spotify.com/v1/tracks/60voQIiwEp0n6H7Qhu6AwH,https://api.spotify.com/v1/audio-analysis/60voQIiwEp0n6H7Qhu6AwH,294533.0,4.0
roll call,hank mobley,0.492,0.681,5.0,-11.005,0.0,0.078,0.715,0.0621,0.0917,0.822,127.428,audio_features,1niBlhuYWv5D52E1z8PrmI,spotify:track:1niBlhuYWv5D52E1z8PrmI,https://api.spotify.com/v1/tracks/1niBlhuYWv5D52E1z8PrmI,https://api.spotify.com/v1/audio-analysis/1niBlhuYWv5D52E1z8PrmI,633827.0,4.0
tom traubert's blues (four sheets to the wind in copenhagen),tom waits,0.302,0.275,5.0,-12.81,1.0,0.0317,0.799,6.52e-06,0.172,0.328,134.698,audio_features,71vyz1pfzmj1MQvJYOsPlb,spotify:track:71vyz1pfzmj1MQvJYOsPlb,https://api.spotify.com/v1/tracks/71vyz1pfzmj1MQvJYOsPlb,https://api.spotify.com/v1/audio-analysis/71vyz1pfzmj1MQvJYOsPlb,398693.0,4.0
dallas days and fort worth nights,chris ledoux,0.432,0.82,4.0,-5.918,0.0,0.0404,0.102,0.0,0.322,0.707,176.844,audio_features,4SHDceuWcvcq8eAze9zfQV,spotify:track:4SHDceuWcvcq8eAze9zfQV,https://api.spotify.com/v1/tracks/4SHDceuWcvcq8eAze9zfQV,https://api.spotify.com/v1/audio-analysis/4SHDceuWcvcq8eAze9zfQV,166280.0,4.0
early in the morning,vanity fare,0.55,0.674,7.0,-6.87,0.0,0.0344,0.499,0.0,0.0933,0.88,173.9,audio_features,4gZqRlaWMKcjUFh1Uss8fI,spotify:track:4gZqRlaWMKcjUFh1Uss8fI,https://api.spotify.com/v1/tracks/4gZqRlaWMKcjUFh1Uss8fI,https://api.spotify.com/v1/audio-analysis/4gZqRlaWMKcjUFh1Uss8fI,164547.0,4.0
speak your heart,lizz wright,0.279,0.191,9.0,-12.673,1.0,0.0324,0.852,7.64e-05,0.124,0.156,162.027,audio_features,0Fpzme3KEtRUYBz3EXbKml,spotify:track:0Fpzme3KEtRUYBz3EXbKml,https://api.spotify.com/v1/tracks/0Fpzme3KEtRUYBz3EXbKml,https://api.spotify.com/v1/audio-analysis/0Fpzme3KEtRUYBz3EXbKml,225707.0,4.0
hangover heart,hank thompson,0.552,0.229,9.0,-12.242,1.0,0.0309,0.802,0.0,0.125,0.442,122.789,audio_features,4UtDrwAkSbrZgAUQSWKcti,spotify:track:4UtDrwAkSbrZgAUQSWKcti,https://api.spotify.com/v1/tracks/4UtDrwAkSbrZgAUQSWKcti,https://api.spotify.com/v1/audio-analysis/4UtDrwAkSbrZgAUQSWKcti,184107.0,4.0
smile,neil sedaka,0.146,0.463,9.0,-6.834,1.0,0.0324,0.718,0.000205,0.171,0.15,80.736,audio_features,5WTBrgJphk7N7MLcEmIANz,spotify:track:5WTBrgJphk7N7MLcEmIANz,https://api.spotify.com/v1/tracks/5WTBrgJphk7N7MLcEmIANz,https://api.spotify.com/v1/audio-analysis/5WTBrgJphk7N7MLcEmIANz,194640.0,3.0
a legend in my time,johnny cash,0.33,0.277,7.0,-12.729,1.0,0.0345,0.931,0.000372,0.0879,0.233,84.105,audio_features,1fIeb00T7SCnsDMDvO5aIU,spotify:track:1fIeb00T7SCnsDMDvO5aIU,https://api.spotify.com/v1/tracks/1fIeb00T7SCnsDMDvO5aIU,https://api.spotify.com/v1/audio-analysis/1fIeb00T7SCnsDMDvO5aIU,156773.0,3.0
uptight,green day,0.553,0.979,11.0,-3.567,0.0,0.0864,0.00572,0.000433,0.162,0.55,82.491,audio_features,1dohIM3mw8wUL3YoYtlpJY,spotify:track:1dohIM3mw8wUL3YoYtlpJY,https://api.spotify.com/v1/tracks/1dohIM3mw8wUL3YoYtlpJY,https://api.spotify.com/v1/audio-analysis/1dohIM3mw8wUL3YoYtlpJY,184160.0,4.0
mexican blood,thin lizzy,0.599,0.577,4.0,-15.979,1.0,0.0515,0.17,3.25e-06,0.193,0.616,133.443,audio_features,1NT5IEwmAcJARJWLWgSZXn,spotify:track:1NT5IEwmAcJARJWLWgSZXn,https://api.spotify.com/v1/tracks/1NT5IEwmAcJARJWLWgSZXn,https://api.spotify.com/v1/audio-analysis/1NT5IEwmAcJARJWLWgSZXn,220827.0,4.0
"love me, my love",dean martin,0.53,0.173,8.0,-14.389,1.0,0.0348,0.745,0.0,0.145,0.684,139.816,audio_features,78MAFESapdJfHRXMzXfWjy,spotify:track:78MAFESapdJfHRXMzXfWjy,https://api.spotify.com/v1/tracks/78MAFESapdJfHRXMzXfWjy,https://api.spotify.com/v1/audio-analysis/78MAFESapdJfHRXMzXfWjy,163427.0,4.0
eleanor,louis prima,0.654,0.428,3.0,-7.791,1.0,0.0435,0.936,3.82e-05,0.176,0.945,119.925,audio_features,2mBI035RCSAHuxrdPK3PFi,spotify:track:2mBI035RCSAHuxrdPK3PFi,https://api.spotify.com/v1/tracks/2mBI035RCSAHuxrdPK3PFi,https://api.spotify.com/v1/audio-analysis/2mBI035RCSAHuxrdPK3PFi,122027.0,4.0
the hot pearl snatch,the cramps,0.415,0.903,0.0,-7.021,1.0,0.0438,0.000768,0.16,0.38,0.847,165.822,audio_features,5WR8MntC0zFs2jprgXXoD4,spotify:track:5WR8MntC0zFs2jprgXXoD4,https://api.spotify.com/v1/tracks/5WR8MntC0zFs2jprgXXoD4,https://api.spotify.com/v1/audio-analysis/5WR8MntC0zFs2jprgXXoD4,197440.0,4.0
c,thee oh sees,0.398,0.828,8.0,-8.511,1.0,0.057,0.0002,0.742,0.0984,0.463,109.308,audio_features,4lZjHEJXzKCCTVPtgYcypv,spotify:track:4lZjHEJXzKCCTVPtgYcypv,https://api.spotify.com/v1/tracks/4lZjHEJXzKCCTVPtgYcypv,https://api.spotify.com/v1/audio-analysis/4lZjHEJXzKCCTVPtgYcypv,212600.0,4.0
disconnected,rjd2,0.491,0.643,8.0,-8.043,1.0,0.0823,0.00206,0.868,0.138,0.785,185.319,audio_features,0GUH8i0exq2zaPWK4uEbg9,spotify:track:0GUH8i0exq2zaPWK4uEbg9,https://api.spotify.com/v1/tracks/0GUH8i0exq2zaPWK4uEbg9,https://api.spotify.com/v1/audio-analysis/0GUH8i0exq2zaPWK4uEbg9,201400.0,4.0
promises,macka b,0.732,0.771,0.0,-8.479,1.0,0.283,0.347,0.0,0.102,0.699,160.022,audio_features,5zevg82A6SccFcEOtuiOBP,spotify:track:5zevg82A6SccFcEOtuiOBP,https://api.spotify.com/v1/tracks/5zevg82A6SccFcEOtuiOBP,https://api.spotify.com/v1/audio-analysis/5zevg82A6SccFcEOtuiOBP,277000.0,4.0
magnum opus: father padilla meets the perfect gnat / howling at the moon / man overboard / industry on parade / release the beavers / gnat attack,kansas,0.322,0.777,9.0,-6.502,1.0,0.0555,0.0392,0.201,0.111,0.208,105.127,audio_features,3pPe5vc5aYV2cdUt11H54h,spotify:track:3pPe5vc5aYV2cdUt11H54h,https://api.spotify.com/v1/tracks/3pPe5vc5aYV2cdUt11H54h,https://api.spotify.com/v1/audio-analysis/3pPe5vc5aYV2cdUt11H54h,505733.0,4.0
seattle party,chastity belt,0.527,0.505,2.0,-9.3,1.0,0.0256,0.0749,4.25e-06,0.283,0.443,133.566,audio_features,3OHdhLUobIIKskQHLJAaqe,spotify:track:3OHdhLUobIIKskQHLJAaqe,https://api.spotify.com/v1/tracks/3OHdhLUobIIKskQHLJAaqe,https://api.spotify.com/v1/audio-analysis/3OHdhLUobIIKskQHLJAaqe,276520.0,4.0
my way,elvis presley,0.284,0.253,0.0,-14.6,1.0,0.0347,0.712,0.353,0.69,0.292,81.575,audio_features,2VGkf2IJXOSWouDhatlH3i,spotify:track:2VGkf2IJXOSWouDhatlH3i,https://api.spotify.com/v1/tracks/2VGkf2IJXOSWouDhatlH3i,https://api.spotify.com/v1/audio-analysis/2VGkf2IJXOSWouDhatlH3i,241881.0,4.0
when you touch me,the guess who,0.568,0.678,2.0,-11.907,1.0,0.0293,0.0244,0.000586,0.427,0.96,146.673,audio_features,36Xf9sOj6JQnyBxKOQdAaF,spotify:track:36Xf9sOj6JQnyBxKOQdAaF,https://api.spotify.com/v1/tracks/36Xf9sOj6JQnyBxKOQdAaF,https://api.spotify.com/v1/audio-analysis/36Xf9sOj6JQnyBxKOQdAaF,218013.0,4.0
o.p.p. (re-recorded),naughty by nature,0.776,0.968,4.0,-4.25,0.0,0.0914,0.00147,0.0,0.204,0.667,97.765,audio_features,19QKzuW4mgq2Kuu7aHa4Ll,spotify:track:19QKzuW4mgq2Kuu7aHa4Ll,https://api.spotify.com/v1/tracks/19QKzuW4mgq2Kuu7aHa4Ll,https://api.spotify.com/v1/audio-analysis/19QKzuW4mgq2Kuu7aHa4Ll,250173.0,4.0
selling out,ballyhoo!,0.369,0.962,9.0,-4.158,1.0,0.09,3.75e-06,0.0,0.371,0.872,75.95,audio_features,06EnrkMo8s615M1rq9R0Nq,spotify:track:06EnrkMo8s615M1rq9R0Nq,https://api.spotify.com/v1/tracks/06EnrkMo8s615M1rq9R0Nq,https://api.spotify.com/v1/audio-analysis/06EnrkMo8s615M1rq9R0Nq,130000.0,4.0
mandolin rain,bruce hornsby,0.563,0.421,7.0,-12.567,1.0,0.0311,0.822,2.28e-05,0.122,0.463,139.374,audio_features,3T8Ye4NB0MQhcEcxzMdAuH,spotify:track:3T8Ye4NB0MQhcEcxzMdAuH,https://api.spotify.com/v1/tracks/3T8Ye4NB0MQhcEcxzMdAuH,https://api.spotify.com/v1/audio-analysis/3T8Ye4NB0MQhcEcxzMdAuH,318947.0,4.0
(rock) superstar,cypress hill,0.795,0.762,2.0,-6.972,1.0,0.261,0.0142,9.75e-06,0.064,0.722,94.223,audio_features,5hYr8yRbQLFE20oS7Mi3T2,spotify:track:5hYr8yRbQLFE20oS7Mi3T2,https://api.spotify.com/v1/tracks/5hYr8yRbQLFE20oS7Mi3T2,https://api.spotify.com/v1/audio-analysis/5hYr8yRbQLFE20oS7Mi3T2,276867.0,4.0
ready for the taking,robin trower,0.577,0.341,8.0,-17.242,0.0,0.0354,0.136,0.00185,0.0909,0.545,117.162,audio_features,4krdEDkfjBcyCxhi01r0Y6,spotify:track:4krdEDkfjBcyCxhi01r0Y6,https://api.spotify.com/v1/tracks/4krdEDkfjBcyCxhi01r0Y6,https://api.spotify.com/v1/audio-analysis/4krdEDkfjBcyCxhi01r0Y6,180533.0,4.0
join the band,little feat,0.288,0.357,2.0,-19.985,1.0,0.0746,0.192,0.0,0.943,0.191,86.292,audio_features,0FurVQ0EokPigbJnjAJqX8,spotify:track:0FurVQ0EokPigbJnjAJqX8,https://api.spotify.com/v1/tracks/0FurVQ0EokPigbJnjAJqX8,https://api.spotify.com/v1/audio-analysis/0FurVQ0EokPigbJnjAJqX8,114293.0,4.0
diary of a madman,ozzy osbourne,0.253,0.72,3.0,-6.969,0.0,0.0451,0.145,0.000366,0.0713,0.354,174.345,audio_features,6joOV9D7y7TzWQprwrInUh,spotify:track:6joOV9D7y7TzWQprwrInUh,https://api.spotify.com/v1/tracks/6joOV9D7y7TzWQprwrInUh,https://api.spotify.com/v1/audio-analysis/6joOV9D7y7TzWQprwrInUh,376040.0,4.0
mystery babylon,peter tosh,0.737,0.817,3.0,-6.766,1.0,0.0367,0.0812,0.0,0.0282,0.963,137.25,audio_features,5L3Xsu9mgIhcTn86T5Nui0,spotify:track:5L3Xsu9mgIhcTn86T5Nui0,https://api.spotify.com/v1/tracks/5L3Xsu9mgIhcTn86T5Nui0,https://api.spotify.com/v1/audio-analysis/5L3Xsu9mgIhcTn86T5Nui0,210373.0,4.0
shot from the saddle,delbert mcclinton,0.677,0.533,7.0,-11.864,0.0,0.0256,0.156,5.6e-05,0.0619,0.725,88.702,audio_features,0YkPyp7yX0O4fsg8ssBfpL,spotify:track:0YkPyp7yX0O4fsg8ssBfpL,https://api.spotify.com/v1/tracks/0YkPyp7yX0O4fsg8ssBfpL,https://api.spotify.com/v1/audio-analysis/0YkPyp7yX0O4fsg8ssBfpL,223867.0,4.0
waste,phish,0.534,0.39,5.0,-10.49,1.0,0.027,0.637,0.000759,0.0961,0.213,142.878,audio_features,6dKntZwVJx0QLX6IM19gC7,spotify:track:6dKntZwVJx0QLX6IM19gC7,https://api.spotify.com/v1/tracks/6dKntZwVJx0QLX6IM19gC7,https://api.spotify.com/v1/audio-analysis/6dKntZwVJx0QLX6IM19gC7,290107.0,4.0
let's fall in love,nancy sinatra,0.687,0.333,0.0,-10.633,0.0,0.0582,0.763,0.0,0.0827,0.595,112.172,audio_features,6MbeBOGWNHXu3fjem4tn88,spotify:track:6MbeBOGWNHXu3fjem4tn88,https://api.spotify.com/v1/tracks/6MbeBOGWNHXu3fjem4tn88,https://api.spotify.com/v1/audio-analysis/6MbeBOGWNHXu3fjem4tn88,218384.0,3.0
busted,charley pride,0.459,0.602,9.0,-11.021,1.0,0.0349,0.438,2.51e-06,0.117,0.885,179.92,audio_features,0FjWhk3a0gwEevZVKbjn2b,spotify:track:0FjWhk3a0gwEevZVKbjn2b,https://api.spotify.com/v1/tracks/0FjWhk3a0gwEevZVKbjn2b,https://api.spotify.com/v1/audio-analysis/0FjWhk3a0gwEevZVKbjn2b,131293.0,3.0
what you won't do for love,phyllis hyman,0.64,0.765,6.0,-8.629,0.0,0.0302,0.142,0.000884,0.129,0.829,82.954,audio_features,7Cw9qRzAA9RMH4DxMkg6pr,spotify:track:7Cw9qRzAA9RMH4DxMkg6pr,https://api.spotify.com/v1/tracks/7Cw9qRzAA9RMH4DxMkg6pr,https://api.spotify.com/v1/audio-analysis/7Cw9qRzAA9RMH4DxMkg6pr,242733.0,4.0
come with me,rick braun,0.626,0.459,2.0,-9.85,0.0,0.0321,0.476,0.821,0.0665,0.62,148.046,audio_features,1XXC4wrqwiNQZTrGvnbACG,spotify:track:1XXC4wrqwiNQZTrGvnbACG,https://api.spotify.com/v1/tracks/1XXC4wrqwiNQZTrGvnbACG,https://api.spotify.com/v1/audio-analysis/1XXC4wrqwiNQZTrGvnbACG,234373.0,4.0
smokin',slave,0.605,0.712,2.0,-12.866,0.0,0.0581,0.0589,0.0,0.724,0.429,110.885,audio_features,35ynRVAgEtlqr82u5Mvlct,spotify:track:35ynRVAgEtlqr82u5Mvlct,https://api.spotify.com/v1/tracks/35ynRVAgEtlqr82u5Mvlct,https://api.spotify.com/v1/audio-analysis/35ynRVAgEtlqr82u5Mvlct,325813.0,4.0
dream,love,0.743,0.57,10.0,-6.166,0.0,0.0398,0.348,1.46e-05,0.312,0.445,113.558,audio_features,5OeY0BWwkIY8HajKYksyWh,spotify:track:5OeY0BWwkIY8HajKYksyWh,https://api.spotify.com/v1/tracks/5OeY0BWwkIY8HajKYksyWh,https://api.spotify.com/v1/audio-analysis/5OeY0BWwkIY8HajKYksyWh,136573.0,4.0
steer me right,the neville brothers,0.701,0.479,5.0,-13.483,1.0,0.0534,0.171,0.000104,0.194,0.496,95.566,audio_features,7JOyyggmgb5b3PjjUDNqYK,spotify:track:7JOyyggmgb5b3PjjUDNqYK,https://api.spotify.com/v1/tracks/7JOyyggmgb5b3PjjUDNqYK,https://api.spotify.com/v1/audio-analysis/7JOyyggmgb5b3PjjUDNqYK,195333.0,4.0
kill again,slayer,0.301,0.93,3.0,-8.147,1.0,0.0552,0.000195,0.149,0.0864,0.282,99.363,audio_features,0Auq7v8eMbFXMi6ZaMCb09,spotify:track:0Auq7v8eMbFXMi6ZaMCb09,https://api.spotify.com/v1/tracks/0Auq7v8eMbFXMi6ZaMCb09,https://api.spotify.com/v1/audio-analysis/0Auq7v8eMbFXMi6ZaMCb09,296040.0,4.0
stax jam,galactic,0.629,0.357,2.0,-13.783,1.0,0.0468,0.515,0.892,0.0906,0.656,170.863,audio_features,5IfZsdLhf0g3q1LHOLWMKt,spotify:track:5IfZsdLhf0g3q1LHOLWMKt,https://api.spotify.com/v1/tracks/5IfZsdLhf0g3q1LHOLWMKt,https://api.spotify.com/v1/audio-analysis/5IfZsdLhf0g3q1LHOLWMKt,190960.0,4.0
catch my drift,leroyce,0.65,0.429,1.0,-8.032,1.0,0.422,0.0459,0.0,0.58,0.6,82.285,audio_features,1pOw0A9OZ8VqQyuhGGBf3h,spotify:track:1pOw0A9OZ8VqQyuhGGBf3h,https://api.spotify.com/v1/tracks/1pOw0A9OZ8VqQyuhGGBf3h,https://api.spotify.com/v1/audio-analysis/1pOw0A9OZ8VqQyuhGGBf3h,270707.0,4.0
just you just me,ella fitzgerald,0.671,0.314,10.0,-12.132,0.0,0.285,0.629,0.0,0.0972,0.742,138.569,audio_features,1705rRR3YgJWDNktkXE1qW,spotify:track:1705rRR3YgJWDNktkXE1qW,https://api.spotify.com/v1/tracks/1705rRR3YgJWDNktkXE1qW,https://api.spotify.com/v1/audio-analysis/1705rRR3YgJWDNktkXE1qW,142707.0,4.0
fucker,the brian jonestown massacre,0.242,0.653,0.0,-6.012,1.0,0.0332,0.151,0.0,0.539,0.373,78.733,audio_features,2khc6kEG4eBvYN1GvR6R97,spotify:track:2khc6kEG4eBvYN1GvR6R97,https://api.spotify.com/v1/tracks/2khc6kEG4eBvYN1GvR6R97,https://api.spotify.com/v1/audio-analysis/2khc6kEG4eBvYN1GvR6R97,132400.0,4.0
stop trying to be god,travis scott,0.588,0.567,4.0,-3.738,0.0,0.0628,0.221,0.0,0.135,0.113,150.009,audio_features,1xYpVRspgaLxdJLOTQkTjg,spotify:track:1xYpVRspgaLxdJLOTQkTjg,https://api.spotify.com/v1/tracks/1xYpVRspgaLxdJLOTQkTjg,https://api.spotify.com/v1/audio-analysis/1xYpVRspgaLxdJLOTQkTjg,338438.0,4.0
funnybones & lazylegs,xploding plastix,0.627,0.924,11.0,-6.873,0.0,0.0594,0.00013,0.277,0.561,0.8,100.065,audio_features,6j6NF0hzixG0yHdWM0OEZg,spotify:track:6j6NF0hzixG0yHdWM0OEZg,https://api.spotify.com/v1/tracks/6j6NF0hzixG0yHdWM0OEZg,https://api.spotify.com/v1/audio-analysis/6j6NF0hzixG0yHdWM0OEZg,288313.0,4.0
loving you beats all i ever seen,johnny paycheck,0.518,0.38,4.0,-12.328,1.0,0.0323,0.714,7.37e-05,0.131,0.524,97.221,audio_features,3t9m9ddMxd3ff1Z9TLbGNA,spotify:track:3t9m9ddMxd3ff1Z9TLbGNA,https://api.spotify.com/v1/tracks/3t9m9ddMxd3ff1Z9TLbGNA,https://api.spotify.com/v1/audio-analysis/3t9m9ddMxd3ff1Z9TLbGNA,127160.0,4.0
shooting hoops,g. love & special sauce,0.712,0.486,2.0,-6.973,1.0,0.0724,0.267,0.0054,0.0579,0.73,83.167,audio_features,0gsFtv4YvS6DQieNmc9Rc3,spotify:track:0gsFtv4YvS6DQieNmc9Rc3,https://api.spotify.com/v1/tracks/0gsFtv4YvS6DQieNmc9Rc3,https://api.spotify.com/v1/audio-analysis/0gsFtv4YvS6DQieNmc9Rc3,208293.0,4.0
"party shot (ravin, pt. 2)",popcaan,0.543,0.686,0.0,-3.664,0.0,0.264,0.236,0.0,0.171,0.837,131.957,audio_features,62AXzRlouAADeL49uUJrCv,spotify:track:62AXzRlouAADeL49uUJrCv,https://api.spotify.com/v1/tracks/62AXzRlouAADeL49uUJrCv,https://api.spotify.com/v1/audio-analysis/62AXzRlouAADeL49uUJrCv,230782.0,5.0
free as a bird,soom t,0.643,0.477,8.0,-5.621,1.0,0.029,0.367,0.00846,0.109,0.484,83.024,audio_features,3c95UZIEy9cPgLBK4yKx78,spotify:track:3c95UZIEy9cPgLBK4yKx78,https://api.spotify.com/v1/tracks/3c95UZIEy9cPgLBK4yKx78,https://api.spotify.com/v1/audio-analysis/3c95UZIEy9cPgLBK4yKx78,210373.0,4.0
roads girdle the globe,xtc,0.644,0.783,9.0,-6.203,0.0,0.0363,0.00509,0.00588,0.125,0.738,115.842,audio_features,33BrbTNaKetenya8gALcvK,spotify:track:33BrbTNaKetenya8gALcvK,https://api.spotify.com/v1/tracks/33BrbTNaKetenya8gALcvK,https://api.spotify.com/v1/audio-analysis/33BrbTNaKetenya8gALcvK,290960.0,4.0
i changed my mind,keyshia cole,0.507,0.686,4.0,-4.074,1.0,0.102,0.226,0.0,0.387,0.618,93.615,audio_features,4w4RaMGPl2qnjSdPlp1KAE,spotify:track:4w4RaMGPl2qnjSdPlp1KAE,https://api.spotify.com/v1/tracks/4w4RaMGPl2qnjSdPlp1KAE,https://api.spotify.com/v1/audio-analysis/4w4RaMGPl2qnjSdPlp1KAE,198680.0,4.0
them that got,maceo parker,0.624,0.56,5.0,-9.522,1.0,0.06,0.597,0.223,0.0652,0.647,117.677,audio_features,5C4uI1ZvofDFsnWC0UnWyl,spotify:track:5C4uI1ZvofDFsnWC0UnWyl,https://api.spotify.com/v1/tracks/5C4uI1ZvofDFsnWC0UnWyl,https://api.spotify.com/v1/audio-analysis/5C4uI1ZvofDFsnWC0UnWyl,237893.0,4.0
here in heaven,sparks,0.365,0.747,0.0,-9.646,1.0,0.0506,0.0308,0.0133,0.612,0.686,138.016,audio_features,22HvxbTL45rqDZPNuMRkqg,spotify:track:22HvxbTL45rqDZPNuMRkqg,https://api.spotify.com/v1/tracks/22HvxbTL45rqDZPNuMRkqg,https://api.spotify.com/v1/audio-analysis/22HvxbTL45rqDZPNuMRkqg,167373.0,4.0
go away,strawberry switchblade,0.607,0.502,6.0,-11.133,0.0,0.0344,0.164,7.68e-06,0.116,0.508,127.482,audio_features,19wyEOwk4PTvfhBxSoZ34a,spotify:track:19wyEOwk4PTvfhBxSoZ34a,https://api.spotify.com/v1/tracks/19wyEOwk4PTvfhBxSoZ34a,https://api.spotify.com/v1/audio-analysis/19wyEOwk4PTvfhBxSoZ34a,189413.0,4.0
"soul sacrifice / head, hands & feet",santana,0.353,0.924,7.0,-9.765,1.0,0.0984,0.000788,0.893,0.69,0.321,142.912,audio_features,4IbtKnLEvJZRnLhaVT2Yic,spotify:track:4IbtKnLEvJZRnLhaVT2Yic,https://api.spotify.com/v1/tracks/4IbtKnLEvJZRnLhaVT2Yic,https://api.spotify.com/v1/audio-analysis/4IbtKnLEvJZRnLhaVT2Yic,839040.0,4.0
never be like you (feat. kai),flume,0.444,0.557,0.0,-5.476,1.0,0.0602,0.453,0.0,0.152,0.296,115.058,audio_features,5WI2ltQIdwgzf1SNE76JyR,spotify:track:5WI2ltQIdwgzf1SNE76JyR,https://api.spotify.com/v1/tracks/5WI2ltQIdwgzf1SNE76JyR,https://api.spotify.com/v1/audio-analysis/5WI2ltQIdwgzf1SNE76JyR,234910.0,4.0
high hopes,pink floyd,0.519,0.413,0.0,-12.535,0.0,0.0251,0.205,0.152,0.351,0.267,75.219,audio_features,5a4MgIUSf9K8wXLSm6xPEx,spotify:track:5a4MgIUSf9K8wXLSm6xPEx,https://api.spotify.com/v1/tracks/5a4MgIUSf9K8wXLSm6xPEx,https://api.spotify.com/v1/audio-analysis/5a4MgIUSf9K8wXLSm6xPEx,510965.0,4.0
five magics,megadeth,0.26,0.964,9.0,-4.639,0.0,0.134,0.000287,0.0595,0.272,0.198,175.207,audio_features,3tISv448Ikxvpq2ZrFyGG2,spotify:track:3tISv448Ikxvpq2ZrFyGG2,https://api.spotify.com/v1/tracks/3tISv448Ikxvpq2ZrFyGG2,https://api.spotify.com/v1/audio-analysis/3tISv448Ikxvpq2ZrFyGG2,339693.0,4.0
let's get together (one last time),tammy wynette,0.474,0.192,5.0,-14.02,1.0,0.0283,0.732,0.00044,0.109,0.111,79.172,audio_features,5GqiR0nhsOnrlNSomkRuhx,spotify:track:5GqiR0nhsOnrlNSomkRuhx,https://api.spotify.com/v1/tracks/5GqiR0nhsOnrlNSomkRuhx,https://api.spotify.com/v1/audio-analysis/5GqiR0nhsOnrlNSomkRuhx,147973.0,4.0
dream a little dream of me,bing crosby,0.602,0.255,3.0,-10.781,1.0,0.048,0.827,0.0,0.132,0.523,107.705,audio_features,49biLp7sPTHLW6sQib5F0V,spotify:track:49biLp7sPTHLW6sQib5F0V,https://api.spotify.com/v1/tracks/49biLp7sPTHLW6sQib5F0V,https://api.spotify.com/v1/audio-analysis/49biLp7sPTHLW6sQib5F0V,161547.0,4.0
a chicken ain't nothing but a bird,cab calloway,0.578,0.405,3.0,-10.038,1.0,0.0476,0.873,0.00131,0.0275,0.872,161.597,audio_features,4ukeI7Wn6W02spgtwzBJt2,spotify:track:4ukeI7Wn6W02spgtwzBJt2,https://api.spotify.com/v1/tracks/4ukeI7Wn6W02spgtwzBJt2,https://api.spotify.com/v1/audio-analysis/4ukeI7Wn6W02spgtwzBJt2,174067.0,4.0
your song,rita ora,0.855,0.624,1.0,-4.093,1.0,0.0488,0.158,0.0,0.0513,0.962,117.959,audio_features,4c2W3VKsOFoIg2SFaO6DY5,spotify:track:4c2W3VKsOFoIg2SFaO6DY5,https://api.spotify.com/v1/tracks/4c2W3VKsOFoIg2SFaO6DY5,https://api.spotify.com/v1/audio-analysis/4c2W3VKsOFoIg2SFaO6DY5,180757.0,4.0
blue and green,the wood brothers,0.389,0.473,0.0,-6.972,1.0,0.0325,0.419,0.0,0.815,0.201,70.59,audio_features,5Hvwje6H27tYcfi6jOFLkr,spotify:track:5Hvwje6H27tYcfi6jOFLkr,https://api.spotify.com/v1/tracks/5Hvwje6H27tYcfi6jOFLkr,https://api.spotify.com/v1/audio-analysis/5Hvwje6H27tYcfi6jOFLkr,222938.0,4.0
monkey girl,toots & the maytals,0.77,0.392,1.0,-11.161,1.0,0.0909,0.216,0.0,0.232,0.811,105.939,audio_features,2jK9viQ42StKvURUlXbGqy,spotify:track:2jK9viQ42StKvURUlXbGqy,https://api.spotify.com/v1/tracks/2jK9viQ42StKvURUlXbGqy,https://api.spotify.com/v1/audio-analysis/2jK9viQ42StKvURUlXbGqy,154667.0,4.0
the ghost in you,the psychedelic furs,0.589,0.529,10.0,-13.548,1.0,0.0287,0.0855,1.29e-06,0.104,0.641,123.487,audio_features,04BQXS1HwzNpfZ2Wvw2RIy,spotify:track:04BQXS1HwzNpfZ2Wvw2RIy,https://api.spotify.com/v1/tracks/04BQXS1HwzNpfZ2Wvw2RIy,https://api.spotify.com/v1/audio-analysis/04BQXS1HwzNpfZ2Wvw2RIy,257760.0,4.0
everything is good about you,the supremes,0.592,0.54,0.0,-8.556,1.0,0.0276,0.103,0.0,0.0743,0.647,127.215,audio_features,4Kkc9FUzcD4kAEM0DjbuUz,spotify:track:4Kkc9FUzcD4kAEM0DjbuUz,https://api.spotify.com/v1/tracks/4Kkc9FUzcD4kAEM0DjbuUz,https://api.spotify.com/v1/audio-analysis/4Kkc9FUzcD4kAEM0DjbuUz,191800.0,4.0
